"","Date","Color","Breed","Sex","State","Name","DateCreated","Year","Month","Day","Wday"
"731",2012-07-14,"Black & White","Poodle X Yorkie","F/S","Lost","No Name",2012-07-14,"2012","7",14,"Sat"
"732",2012-07-14,"Grey & White","Dacshund","M/N","Lost","Dougie",2012-07-14,"2012","7",14,"Sat"
"733",2012-07-15,"Black & Brown","Shep X","F","Matched","No Name",2012-07-15,"2012","7",15,"Sun"
"734",2012-07-14,"Black","Dsh Cat","M/N","Lost","Ghost",2012-07-15,"2012","7",14,"Sat"
"735",2012-07-12,"Grey & White","Dsh","M/N","Lost","L.B.",2012-07-15,"2012","7",12,"Thurs"
"736",2012-07-15,"Brown","Dezi (india Street Dog)","F/S","Matched","Tika",2012-07-15,"2012","7",15,"Sun"
"737",2012-07-16,"Tan","Chihuahua X Yorkie","M","Matched","Will Henry",2012-07-16,"2012","7",16,"Mon"
"738",2012-07-16,"White","Westie/poodle X","F","Lost","Mimi",2012-07-16,"2012","7",16,"Mon"
"739",2012-07-16,"Orange/gold","Pomeranian","F/S","Lost","Choco",2012-07-16,"2012","7",16,"Mon"
"740",2012-07-13,"White/beige","Maltipoo","M","Lost","Teddy",2012-07-16,"2012","7",13,"Fri"
"741",2012-07-16,"Brown & White","Collie X","F/S","Matched","Penny",2012-07-16,"2012","7",16,"Mon"
"742",2012-07-11,"Green","Indian Ringneck","M","Lost","No Name",2012-07-16,"2012","7",11,"Wed"
"743",2012-07-09,"Black W/white Paws & Chin","Dsh","","Lost","No Name",2012-07-16,"2012","7",9,"Mon"
"744",2012-07-16,"Brown","Chihuahua","X","Matched","Poppy",2012-07-16,"2012","7",16,"Mon"
"745",2012-07-16,"Golden","Lab X (puppy)","F","Lost","Ruby",2012-07-16,"2012","7",16,"Mon"
"746",2012-07-16,"White/black","Pitbull/english Bulldog X","F/S","Matched","Hussie",2012-07-17,"2012","7",16,"Mon"
"747",2012-07-17,"Gold/brown","Shepard Lab X","F/S","Matched","Daisy",2012-07-17,"2012","7",17,"Tues"
"748",2012-07-17,"Silver/white","Schnauzer","M","Matched","Winnie",2012-07-17,"2012","7",17,"Tues"
"749",2012-07-18,"Brown","Shih Tzu","M/N","Matched","Gizmo",2012-07-18,"2012","7",18,"Wed"
"750",2012-07-18,"Black & White","Shih Tzu","M/N","Matched","Toby",2012-07-18,"2012","7",18,"Wed"
"751",2012-07-18,"Black","Dsh","M/N","Lost","Tango",2012-07-18,"2012","7",18,"Wed"
"752",2012-07-19,"Gold","Golden Lab Mix","F","Lost","Bonita",2012-07-19,"2012","7",19,"Thurs"
"753",2012-07-19,"Dark Brown With Red Highlights","Domestic Long Hair","F","Lost","Midnight",2012-07-19,"2012","7",19,"Thurs"
"754",2012-07-18,"White","Lab X ? Pit Bull ?","M","Lost","Paulo",2012-07-19,"2012","7",18,"Wed"
"755",2012-07-18,"Black & Brown","King Shep X Great Dane","M","Lost","No Name",2012-07-19,"2012","7",18,"Wed"
"756",2012-07-16,"White W/grey","Dlh","M","Lost","No Name",2012-07-19,"2012","7",16,"Mon"
"757",2012-07-19,"Beige/white (rough Coat)","Chihuahua X Havanese X","F/S","Lost","Rue",2012-07-19,"2012","7",19,"Thurs"
"758",2012-07-20,"Blue & White","Budgie","X","Lost","Apollo",2012-07-20,"2012","7",20,"Fri"
"759",2012-07-20,"Black & White","Dsh","M/N","Lost","Timmy",2012-07-20,"2012","7",20,"Fri"
"760",2012-07-18,"Black & White","Dlh","F/S","Lost","Oreo",2012-07-20,"2012","7",18,"Wed"
"761",2012-07-20,"White/black/brown","Mixed Breed Beagle Colouring","M","Matched","Tosh",2012-07-21,"2012","7",20,"Fri"
"762",2012-07-20,"Red","Golden Retriever","M/N","Matched","Charlie",2012-07-21,"2012","7",20,"Fri"
"763",2012-07-19,"Grey","Cockateil","M","Lost","Charlie",2012-07-21,"2012","7",19,"Thurs"
"764",2012-07-19,"Brown & White","Pitbull","M","Lost","Blade",2012-07-21,"2012","7",19,"Thurs"
"765",2012-07-21,"Beige","Poodle","M","Matched","Sasha",2012-07-22,"2012","7",21,"Sat"
"766",2012-07-22,"Light Brown","Shelti X","F/S","Lost","Lucy",2012-07-22,"2012","7",22,"Sun"
"767",2012-07-20,"Grey & White","Beagle X Lasaapso","F/S","Lost","Lucky",2012-07-22,"2012","7",20,"Fri"
"768",2012-07-21,"Grey & White","Dlh","F/S","Lost","Lola",2012-07-22,"2012","7",21,"Sat"
"769",2012-07-22,"Black, White And Tan","Beagle","","Lost","Snoopy",2012-07-22,"2012","7",22,"Sun"
"770",2012-07-22,"Black & White","Shepherd X","M","Matched","Simon",2012-07-22,"2012","7",22,"Sun"
"771",2012-07-23,"Tan","Shiba Inu","F/S","Lost","Takera",2012-07-23,"2012","7",23,"Mon"
"772",2012-07-22,"Black","Dsh Cat","F/S","Lost","Safron",2012-07-24,"2012","7",22,"Sun"
"773",2012-07-25,"Brown","Min Dashchund","M/N","Matched","Toby",2012-07-25,"2012","7",25,"Wed"
"774",2012-07-21,"Black & White","Dlh Cat","F/S","Lost","Sylvie",2012-07-25,"2012","7",21,"Sat"
"775",2012-07-26,"Black/grey","Terrier X Schnauzer X","M/N","Matched","Bj",2012-07-26,"2012","7",26,"Thurs"
"776",2012-07-26,"Black/ White Chest And Leg","Dsh","M/N","Matched","Charlie",2012-07-26,"2012","7",26,"Thurs"
"777",2012-07-24,"Black & White","Dmh Cat","M/N","Lost","Alou",2012-07-26,"2012","7",24,"Tues"
"778",2012-07-26,"Brown & White","Pointer","F/S","Lost","Dharma",2012-07-26,"2012","7",26,"Thurs"
"779",2012-07-26,"White & Yellow","Cockatiel","M","Lost","Simon",2012-07-27,"2012","7",26,"Thurs"
"780",2012-07-14,"Calico","Dsh","F/S","Lost","Leha (lola)",2012-07-28,"2012","7",14,"Sat"
"781",2012-07-27,"Tan","Chihuahua X Pomeranian","M/N","Lost","Milosh",2012-07-28,"2012","7",27,"Fri"
"782",2012-07-26,"Black & Brown","Chihuahua X Min Pin","F/S","Lost","Ninja",2012-07-28,"2012","7",26,"Thurs"
"783",2012-07-29,"White","Himalayan Persian","F","Lost","Batise",2012-07-29,"2012","7",29,"Sun"
"784",2012-07-29,"Grey & White","Tabby","M/N","Lost","Dubie",2012-07-29,"2012","7",29,"Sun"
"785",2012-07-28,"Black And Brown Trim","Rottweiler","M","Matched","Chach",2012-07-29,"2012","7",28,"Sat"
"786",2012-07-29,"Brown & White","Shih Tzu","F","Lost","Kulka",2012-07-29,"2012","7",29,"Sun"
"787",2012-07-29,"Brown & White","Bischon Shitzu","M/N","Matched","Wilson",2012-07-29,"2012","7",29,"Sun"
"788",2012-07-29,"Brown & White","Bichon X Shih Tzu","M/N","Matched","Benjamin",2012-07-30,"2012","7",29,"Sun"
"789",2012-07-26,"White","Dlh","F/S","Lost","Rumpie",2012-07-30,"2012","7",26,"Thurs"
"790",2012-07-25,"Grey Tabby","Dsh","F/S","Lost","The Cat",2012-07-30,"2012","7",25,"Wed"
"791",2012-07-30,"Black & White","Dsh","M/N","Lost","Cheech",2012-07-31,"2012","7",30,"Mon"
"792",2012-07-31,"Brown","German Shepard X Akita","F/S","Matched","Nala",2012-07-31,"2012","7",31,"Tues"
"793",2012-07-29,"Brown","Short Haired Chihuahua","M","Lost","Taqito",2012-07-31,"2012","7",29,"Sun"
"794",2012-07-31,"Brown/tan","German Shepard","M/N","Matched","Luke",2012-07-31,"2012","7",31,"Tues"
"795",2012-07-31,"Brindle","Med Mix","F","Lost","Jinny",2012-07-31,"2012","7",31,"Tues"
"796",2012-08-01,"Black & Tan","Doberman Pincher","F","Lost","Naobi",2012-08-01,"2012","8",1,"Wed"
"797",2012-07-30,"Black & White","Rabbit","M/N","Lost","Bunny",2012-08-01,"2012","7",30,"Mon"
"798",2012-08-01,"Tri Colour","Bernese Mt Dog","M/N","Matched","Hugo",2012-08-01,"2012","8",1,"Wed"
"799",2012-08-01,"Red","Shiba Inu","M","Lost","Kita",2012-08-01,"2012","8",1,"Wed"
"800",2012-07-20,"Black & Tan","Dsh Cat","F/S","Lost","Athena",2012-08-01,"2012","7",20,"Fri"
"801",2012-08-02,"Grey & White","Husky","F/S","Matched","Kiska",2012-08-02,"2012","8",2,"Thurs"
"802",2012-08-01,"White","German Shepherd","M/N","Lost","Jack",2012-08-02,"2012","8",1,"Wed"
"803",2012-08-02,"Red/white","Boston Terrier","M/N","Lost","Zorro",2012-08-02,"2012","8",2,"Thurs"
"804",2012-08-02,"Black & White","Pit Bull","M","Lost","Haze",2012-08-02,"2012","8",2,"Thurs"
"805",2012-08-02,"Blue","Pit Bull","F","Lost","Heaven",2012-08-02,"2012","8",2,"Thurs"
"806",2012-08-02,"Red/fawn","French Bull Dog","M/N","Lost","Cooper",2012-08-03,"2012","8",2,"Thurs"
"807",2012-08-02,"Blonde","Pekeneese/yorkshire","F/S","Lost","Ritzi",2012-08-03,"2012","8",2,"Thurs"
"808",2012-07-01,"Grey/yellow/white","Cockateil","F","Lost","Holly",2012-08-03,"2012","7",1,"Sun"
"809",2012-08-03,"Brown","Chicken","F","Lost","None",2012-08-03,"2012","8",3,"Fri"
"810",2012-08-02,"Orange & White","Tabby","M/N","Lost","Nandu",2012-08-03,"2012","8",2,"Thurs"
"811",2012-08-03,"Black & Brown","Tabby","M/N","Lost","Otis",2012-08-04,"2012","8",3,"Fri"
"812",2012-08-04,"Brindle","Pitbull Puppy Has A White Nose","F","Lost","Vida",2012-08-04,"2012","8",4,"Sat"
"813",2012-08-05,"Black & White","Border Collie","F","Lost","Poppy",2012-08-05,"2012","8",5,"Sun"
"814",2012-08-04,"Black & Tan","Rottweiler","M/N","Matched","Scotch",2012-08-05,"2012","8",4,"Sat"
"815",2012-08-05,"Golden","Collie","X","Lost","Simba",2012-08-05,"2012","8",5,"Sun"
"816",2012-08-06,"Brown With Black Marking","Domestic Short Haired Tabby","M","Lost","Otis",2012-08-06,"2012","8",6,"Mon"
"817",2012-08-05,"White W/black Markings","Dsh","M/N","Lost","Dexter",2012-08-07,"2012","8",5,"Sun"
"818",2012-08-05,"Black/brown/white","Dsh","F/S","Lost","Moonshine",2012-08-08,"2012","8",5,"Sun"
"819",2012-08-03,"Black Back W/striped Body","Maine Coon X","M/N","Lost","Harlow",2012-08-08,"2012","8",3,"Fri"
"820",2012-08-05,"Grey/black","Dsh","F/S","Lost","Texas",2012-08-08,"2012","8",5,"Sun"
"821",2012-07-22,"Grey, White Paws & White Face","Dmh","F","Lost","Sophia",2012-08-08,"2012","7",22,"Sun"
"822",2012-08-08,"Black & Tan","Airdale Terrier","F/S","Lost","Jordon",2012-08-08,"2012","8",8,"Wed"
"823",2012-08-09,"Grey","Dmh","M","Lost","None",2012-08-09,"2012","8",9,"Thurs"
"824",2012-08-09,"Blue & Green","Lovebirds ( 4 )","","Lost","Wilferd Vacheresse",2012-08-09,"2012","8",9,"Thurs"
"825",2012-08-05,"Silver","Mini Schnauzer","F/S","Lost","Izzy",2012-08-09,"2012","8",5,"Sun"
"826",2012-08-09,"Blond/black","Husky/german Shephedx","F/S","Matched","Smokee",2012-08-09,"2012","8",9,"Thurs"
"827",2012-08-10,"Grey & White","Blue Nose Pit Bull","M","Lost","Scarface",2012-08-10,"2012","8",10,"Fri"
"828",2012-08-09,"Red","Shiba Inu","M/N","Matched","Puma",2012-08-10,"2012","8",9,"Thurs"
"829",2012-08-10,"White","Bischon Frise","M/N","Matched","Sachtel",2012-08-10,"2012","8",10,"Fri"
"830",2012-08-10,"Beige & Brown","Tabby","F/S","Lost","Aiko",2012-08-10,"2012","8",10,"Fri"
"831",2012-08-10,"Black & Brown","German Pincher","M/N","Matched","Diesel",2012-08-10,"2012","8",10,"Fri"
"832",2012-08-09,"Dark Grey","Cockatiel","F","Lost","Cheeko",2012-08-11,"2012","8",9,"Thurs"
"833",2012-08-11,"Black & White","Chihuahua X Japanese Chin","M","Lost","Haro",2012-08-11,"2012","8",11,"Sat"
"834",2012-08-11,"Black","Mini Poodle","F","Matched","Jiggle Bell",2012-08-11,"2012","8",11,"Sat"
"835",2012-08-11,"Brown & White","Boxer","M","Lost","Nelson",2012-08-11,"2012","8",11,"Sat"
"836",2012-08-11,"Green/grey","Parrot","M","Lost","Gugu",2012-08-11,"2012","8",11,"Sat"
"837",2012-08-11,"Brown & White","Boxer","M/N","Lost","Nelson",2012-08-11,"2012","8",11,"Sat"
"838",2012-08-11,"Golden","Chow","M","Lost","Chubby",2012-08-12,"2012","8",11,"Sat"
"839",2012-08-11,"Black & Brown","Husky","F","Lost","Lily",2012-08-12,"2012","8",11,"Sat"
"840",2012-08-12,"","Pitbull/lab","","Lost","Yanni",2012-08-12,"2012","8",12,"Sun"
"841",2012-08-12,"White","Maltipoo","M/N","Matched","Duggy",2012-08-13,"2012","8",12,"Sun"
"842",2012-08-10,"Grey & White","Cockatiel","M","Lost","Angel",2012-08-13,"2012","8",10,"Fri"
"843",2012-08-13,"Black","Dsh","F/S","Lost","Vader",2012-08-13,"2012","8",13,"Mon"
"844",2012-08-07,"Grey & White","Tabby","M/N","Lost","Newton",2012-08-13,"2012","8",7,"Tues"
"845",2012-08-13,"Black & Brown","Chihuahua","F/S","Lost","Tessa",2012-08-13,"2012","8",13,"Mon"
"846",2012-08-13,"Grey/yellow","Cockatiel","M","Lost","Peekaboo",2012-08-14,"2012","8",13,"Mon"
"847",2012-08-14,"White/tan","Jack Russell","F/S","Matched","Molly",2012-08-14,"2012","8",14,"Tues"
"848",2012-08-14,"Black & Tan","Brussels Griffon","M/N","Lost","Mick",2012-08-14,"2012","8",14,"Tues"
"849",2012-08-08,"Black","Dsh","M/N","Lost","Firetuck",2012-08-14,"2012","8",8,"Wed"
"850",2012-08-09,"Black & White","Dsh","F/S","Lost","Spooky",2012-08-14,"2012","8",9,"Thurs"
"851",2012-08-11,"Grey & White","Dsh","M/N","Lost","Smokey",2012-08-14,"2012","8",11,"Sat"
"852",2012-07-31,"Yellow/blue","Love Bird","M","Lost","Pete",2012-08-14,"2012","7",31,"Tues"
"853",2012-05-04,"White","Shih Tzu","F","Lost","Kulka",2012-08-15,"2012","5",4,"Fri"
"854",2012-08-10,"Black","Dsh","F/S","Lost","Vader",2012-08-15,"2012","8",10,"Fri"
"855",2012-08-15,"Black & Brown","Yorkshire Terrior","F/S","Lost","Kacy",2012-08-16,"2012","8",15,"Wed"
"856",2012-08-12,"Black","Dlh","F/S","Lost","Molly",2012-08-16,"2012","8",12,"Sun"
"857",2012-08-16,"Black & Brown","Sharpei X","F/S","Matched","Rue",2012-08-16,"2012","8",16,"Thurs"
"858",2012-08-18,"Black & Tan","Airdale Terrier","M/N","Matched","Harry",2012-08-18,"2012","8",18,"Sat"
"859",2012-08-18,"White","Scottie X Poodle","F/S","Matched","Bella",2012-08-18,"2012","8",18,"Sat"
"860",2012-08-08,"Golden","Corgie Chihuahua","F","Matched","Kit Kat",2012-08-19,"2012","8",8,"Wed"
"861",2012-07-09,"Tan & White","Chihuahua","M","Lost","Flea",2012-08-19,"2012","7",9,"Mon"
"862",2012-08-19,"White","Shih Tzu","M","Lost","Fluffy",2012-08-19,"2012","8",19,"Sun"
"863",2012-08-16,"Tan","Pit Bull","F","Lost","Belle",2012-08-19,"2012","8",16,"Thurs"
"864",2012-08-19,"Black","Shepard X Retriever","M/N","Matched","Tag",2012-08-19,"2012","8",19,"Sun"
"865",2012-08-20,"Grey, White, Yellow, Black Wit","Cockatiel","","Lost","Holly",2012-08-20,"2012","8",20,"Mon"
"866",2012-08-21,"Grey","Schnauzer","M","Matched","Kaka",2012-08-21,"2012","8",21,"Tues"
"867",2012-08-21,"White","American Bulldog Cross","M","Matched","Lamont",2012-08-21,"2012","8",21,"Tues"
"868",2012-08-22,"Grey & White","Pit Bull","F","Matched","Simone",2012-08-22,"2012","8",22,"Wed"
"869",2012-08-22,"Blonde","Retriever/greyhound X","M/N","Lost","Tyson",2012-08-22,"2012","8",22,"Wed"
"870",2012-07-17,"Blue & White","Budgie","X","Lost","Apollo",2012-08-22,"2012","7",17,"Tues"
"871",2012-08-20,"Dark Grey","Dsh","F","Lost","Gemini",2012-08-22,"2012","8",20,"Mon"
"872",2012-08-19,"Blonde/tan W/white Chest","Pomeranian","F/S","Lost","Yuki",2012-08-22,"2012","8",19,"Sun"
"873",2012-08-15,"Black/brown/grey Tabby","Dsh","M/N","Lost","Mookie",2012-08-22,"2012","8",15,"Wed"
"874",2012-08-22,"Black & White","Shih Tzu","M/N","Matched","Toby",2012-08-22,"2012","8",22,"Wed"
"875",2012-08-22,"Black & White","Shih Tzu","M","Matched","Toby",2012-08-22,"2012","8",22,"Wed"
"876",2012-08-20,"Blonde","Pom","F","Matched","Yuki",2012-08-22,"2012","8",20,"Mon"
"877",2012-08-14,"Solid Gray","Dsh","F/S","Lost","Isabella",2012-08-23,"2012","8",14,"Tues"
"878",2012-08-23,"Ginger & White","Dmh","F/S","Lost","Paloma",2012-08-24,"2012","8",23,"Thurs"
"879",2012-08-24,"Grey","Mottle Siamese X","F","Lost","Zuzu",2012-08-24,"2012","8",24,"Fri"
"880",2012-08-15,"White","German Sheperd","M","Lost","Jack",2012-08-24,"2012","8",15,"Wed"
"881",2012-08-22,"Orange Tabby","Dsh","M/N","Lost","Sandy",2012-08-24,"2012","8",22,"Wed"
"882",2012-08-22,"Beige/white/brown","Dsh","M/N","Lost","Simba",2012-08-24,"2012","8",22,"Wed"
"883",2012-08-23,"Black","Dsh","F/S","Lost","Alle",2012-08-25,"2012","8",23,"Thurs"
"884",2012-08-24,"Silver Grey","Tabby Short Hair","F","Lost","No Name",2012-08-26,"2012","8",24,"Fri"
"885",2012-08-22,"Black & White","Dsh","M/N","Lost","Charlie",2012-08-26,"2012","8",22,"Wed"
"886",2012-08-27,"Red","Pit Bull","F/S","Matched","Sammy",2012-08-27,"2012","8",27,"Mon"
"887",2012-08-28,"Orange","Persian","M/N","Lost","Moufasa",2012-08-28,"2012","8",28,"Tues"
"888",2012-08-24,"White W/black","Dmh","M/N","Matched","Wonka",2012-08-28,"2012","8",24,"Fri"
"889",2012-08-29,"Grey","Dmh","M/N","Lost","Jaden",2012-08-29,"2012","8",29,"Wed"
"890",2012-08-27,"Bronze Tabby","Dsh","M/N","Matched","Quartez",2012-08-30,"2012","8",27,"Mon"
"891",2012-08-28,"Black & White","Dsh","F/S","Lost","Snoofy",2012-08-30,"2012","8",28,"Tues"
"892",2012-08-30,"Grey & White","Dlh","F/S","Lost","Liquor",2012-08-30,"2012","8",30,"Thurs"
"893",2012-08-30,"Black & White","Alaskan Husky","M/N","Lost","Quest",2012-08-30,"2012","8",30,"Thurs"
"894",2012-08-30,"Orange","Shiba Inu","F","Lost","Niko",2012-08-30,"2012","8",30,"Thurs"
"895",2012-08-28,"Orange","Dmh","M/N","Lost","Buma",2012-08-31,"2012","8",28,"Tues"
"896",2012-08-30,"Orange","Dlh","F","Lost","Goldie",2012-08-31,"2012","8",30,"Thurs"
"897",2012-08-31,"Tan/white/black","Shih Tzu X","M","Lost","Loki",2012-08-31,"2012","8",31,"Fri"
"898",2012-08-31,"Brown & White","Basset Hound","F/S","Matched","Kirra",2012-09-01,"2012","8",31,"Fri"
"899",2012-08-31,"Black & White","Staffie Lab","F","Matched","Daisey",2012-09-01,"2012","8",31,"Fri"
"900",2012-09-01,"Orange","Dsh","M/N","Lost","Rodeo",2012-09-02,"2012","9",1,"Sat"
"901",2012-09-02,"Unknown","Shiba Inu","F","Lost","Mikko",2012-09-02,"2012","9",2,"Sun"
"902",2012-09-03,"Unknown","Shitzu","X","Lost","Heddy",2012-09-03,"2012","9",3,"Mon"
"903",2012-09-03,"Brown","Unknown But Small Dog","M","Lost","Teddy",2012-09-03,"2012","9",3,"Mon"
"904",2012-09-03,"Black & White","Mixed","F","Lost","Maddie",2012-09-03,"2012","9",3,"Mon"
"905",2012-08-29,"White","Dsh","M/N","Lost","Elliot",2012-09-04,"2012","8",29,"Wed"
"906",2012-09-03,"Black & Grey & White","Yorkie","M","Lost","Romeo",2012-09-04,"2012","9",3,"Mon"
"907",2012-08-28,"Calico/tabby","Dsh","F","Lost","Kitty",2012-09-04,"2012","8",28,"Tues"
"908",2012-09-04,"Black & Brown","French Bull Dog","M","Lost","Rocky",2012-09-04,"2012","9",4,"Tues"
"909",2012-09-04,"Black","Dsh","F/S","Lost","Ella",2012-09-04,"2012","9",4,"Tues"
"910",2012-09-05,"Black","Dmh Cat","M/N","Lost","Squid",2012-09-05,"2012","9",5,"Wed"
"911",2012-09-05,"Black & Tan","Silky Terrier","F/S","Lost","Lily",2012-09-05,"2012","9",5,"Wed"
"912",2012-09-04,"Light Beige","Pomeranian X","F","Lost","No Name",2012-09-05,"2012","9",4,"Tues"
"913",2012-09-06,"Black & White","Boston Terrier","M/N","Lost","Garick",2012-09-06,"2012","9",6,"Thurs"
"914",2012-09-06,"White With Brown Face & Ears","Chihuahua","M/N","Matched","Slinky",2012-09-06,"2012","9",6,"Thurs"
"915",2012-08-29,"Black & White","Dsh","M/N","Lost","Pix",2012-09-08,"2012","8",29,"Wed"
"916",2012-09-08,"Gold/brown","Chihuahua X","M/N","Lost","Billy",2012-09-08,"2012","9",8,"Sat"
"917",2012-09-08,"Light Tan","Chihuahua","F/S","Lost","Millie",2012-09-09,"2012","9",8,"Sat"
"918",2012-09-09,"Brown & White","Lhasa Apso X","F","Lost","Maddie",2012-09-09,"2012","9",9,"Sun"
"919",2012-09-09,"White","Min Poodle","X","Lost","Baybay",2012-09-10,"2012","9",9,"Sun"
"920",2012-09-10,"Grey & White","Dsh Cat (kitten)","F","Lost","Pippy",2012-09-10,"2012","9",10,"Mon"
"921",2012-08-30,"Grey","Dsh Cat","M/N","Lost","Vero",2012-09-11,"2012","8",30,"Thurs"
"922",2012-09-11,"Black/white (curly Hair)","Poodle X","M/N","Lost","Shadow",2012-09-11,"2012","9",11,"Tues"
"923",2012-09-05,"Black ( Tabby Stripes)","Dsh","F/S","Lost","Lola",2012-09-11,"2012","9",5,"Wed"
"924",2012-09-10,"Black & Tan","Chihuahua X Yorkie","F","Lost","Baby Girl",2012-09-11,"2012","9",10,"Mon"
"925",2012-09-11,"Grey","Dsh Cat","M/N","Lost","Grady",2012-09-11,"2012","9",11,"Tues"
"926",2012-09-12,"Light Brown W/white","Dsh","M/N","Lost","Max",2012-09-12,"2012","9",12,"Wed"
"927",2012-09-10,"Grey","Dlh","F/S","Matched","Cleo",2012-09-12,"2012","9",10,"Mon"
"928",2012-09-12,"Black & White","Small Dog","F/S","Matched","Bahkti",2012-09-12,"2012","9",12,"Wed"
"929",2012-09-13,"Blue/green","Parrot - Mustache Parrot","M","Lost","No Name",2012-09-13,"2012","9",13,"Thurs"
"930",2012-09-13,"White Curly Hair","Pomeranian X","F/S","Lost","Demi",2012-09-13,"2012","9",13,"Thurs"
"931",2012-09-13,"Fawn","Wheaton Terrier - Soft Coat","M/N","Lost","Winston",2012-09-13,"2012","9",13,"Thurs"
"932",2012-09-09,"Black","Dsh","F/S","Lost","Chumley",2012-09-14,"2012","9",9,"Sun"
"933",2012-09-14,"White","Shih Tzu","M/N","Lost","Buksy",2012-09-14,"2012","9",14,"Fri"
"934",2012-09-05,"Grey & White","Dsh","F/S","Lost","Cat",2012-09-15,"2012","9",5,"Wed"
"935",2012-09-13,"Grey & White","Dsh","F","Lost","Kitty",2012-09-15,"2012","9",13,"Thurs"
"936",2012-09-16,"Fawn","Boxer","F","Lost","Coco",2012-09-16,"2012","9",16,"Sun"
"937",2012-09-16,"Brown","Morkie","M","Lost","Caesar",2012-09-16,"2012","9",16,"Sun"
"938",2012-09-17,"Silver Grey","Lab","F","Lost","Bella",2012-09-17,"2012","9",17,"Mon"
"939",2012-09-17,"Brown/black/grey","Shepherd/wolf","M","Lost","Bandit",2012-09-17,"2012","9",17,"Mon"
"940",2012-08-10,"Dark Grey","Dsh","M/N","Lost","Gustav",2012-09-17,"2012","8",10,"Fri"
"941",2012-08-25,"Black & White","Dmh","F/S","Lost","Sevie",2012-09-18,"2012","8",25,"Sat"
"942",2012-09-19,"Beige & Brown","Large Pekingese","M","Lost","Goku",2012-09-19,"2012","9",19,"Wed"
"943",2012-09-17,"Black & White","Dsh Cat","M/N","Lost","Jorge (horhay)",2012-09-19,"2012","9",17,"Mon"
"944",2012-09-20,"Brown W/white & Tan","Mixed","F/S","Lost","Sophie",2012-09-20,"2012","9",20,"Thurs"
"945",2012-09-21,"Chocolate","Lab","F/S","Matched","Latte",2012-09-21,"2012","9",21,"Fri"
"946",2012-09-16,"Brown & Tan","Lh Persian/siamese Cat","F/S","Lost","Ginny",2012-09-21,"2012","9",16,"Sun"
"947",2012-09-22,"White","Chihuahua/poodle X","F","Lost","Penny",2012-09-22,"2012","9",22,"Sat"
"948",2012-09-19,"Black & White","Dsh","M/N","Lost","Two-t",2012-09-22,"2012","9",19,"Wed"
"949",2012-09-22,"Black","Lab X","F","Lost","Sheabah",2012-09-23,"2012","9",22,"Sat"
"950",2012-09-20,"Grey & White","Dsh","M","Lost","Leonard",2012-09-24,"2012","9",20,"Thurs"
"951",2012-09-24,"Sesame / White W/black","Poodle X Yorkie","F","Matched","M.J",2012-09-24,"2012","9",24,"Mon"
"952",2012-09-24,"Tan With White Bib","Jack Russell","M","Matched","Rolo",2012-09-24,"2012","9",24,"Mon"
"953",2012-09-24,"Grey","Dsh Cat","M/N","Lost","Chester",2012-09-24,"2012","9",24,"Mon"
"954",2012-09-25,"White","Great Pyrenees (11 Mths Old)","X","Lost","Piddlebum",2012-09-25,"2012","9",25,"Tues"
"955",2012-09-22,"Black/white/brown","Dlh Cat","F","Lost","Juniper",2012-09-25,"2012","9",22,"Sat"
"956",2012-09-21,"Brown & White","Seal Point Siamese (senior)","M/N","Lost","Mystery",2012-09-25,"2012","9",21,"Fri"
"957",2012-09-25,"Black & White","Shih Tzu (senior)","F/S","Matched","Treena",2012-09-25,"2012","9",25,"Tues"
